module	source_id	source_fqcn	report_fqcn	runner	lane	variant_key	owner	discovered_test_nodes	runtime_deferred_containers	positive_sibling_execution_keys	disposition	rationale
foggy-dataset-model	v934-src|108:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/plan/FluentApiTest.java	com.foggyframework.dataset.db.model.engine.compose.plan.FluentApiTest	com.foggyframework.dataset.db.model.engine.compose.plan.FluentApiTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|83:com.foggyframework.dataset.db.model.engine.compose.plan.FluentApiTest$EndToEndTests,v934|8:surefire|4:unit|4:unit|86:com.foggyframework.dataset.db.model.engine.compose.plan.FluentApiTest$JoinBuilderTests,v934|8:surefire|4:unit|4:unit|87:com.foggyframework.dataset.db.model.engine.compose.plan.FluentApiTest$QueryFactoryTests,v934|8:surefire|4:unit|4:unit|88:com.foggyframework.dataset.db.model.engine.compose.plan.FluentApiTest$FluentBuilderTests,v934|8:surefire|4:unit|4:unit|88:com.foggyframework.dataset.db.model.engine.compose.plan.FluentApiTest$PlanColumnRefTests,v934|8:surefire|4:unit|4:unit|89:com.foggyframework.dataset.db.model.engine.compose.plan.FluentApiTest$PropertyHolderTests,v934|8:surefire|4:unit|4:unit|89:com.foggyframework.dataset.db.model.engine.compose.plan.FluentApiTest$WindowFunctionTests,v934|8:surefire|4:unit|4:unit|90:com.foggyframework.dataset.db.model.engine.compose.plan.FluentApiTest$AggregateColumnTests	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|108:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/plan/FromEntryTest.java	com.foggyframework.dataset.db.model.engine.compose.plan.FromEntryTest	com.foggyframework.dataset.db.model.engine.compose.plan.FromEntryTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|85:com.foggyframework.dataset.db.model.engine.compose.plan.FromEntryTest$ShapeValidation,v934|8:surefire|4:unit|4:unit|87:com.foggyframework.dataset.db.model.engine.compose.plan.FromEntryTest$KernelEquivalence,v934|8:surefire|4:unit|4:unit|95:com.foggyframework.dataset.db.model.engine.compose.plan.FromEntryTest$OptionalFieldsPropagation,v934|8:surefire|4:unit|4:unit|96:com.foggyframework.dataset.db.model.engine.compose.plan.FromEntryTest$ModelSourceMutualExclusion	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|107:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/plan/JoinPlanTest.java	com.foggyframework.dataset.db.model.engine.compose.plan.JoinPlanTest	com.foggyframework.dataset.db.model.engine.compose.plan.JoinPlanTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|74:com.foggyframework.dataset.db.model.engine.compose.plan.JoinPlanTest$Chain,v934|8:surefire|4:unit|4:unit|77:com.foggyframework.dataset.db.model.engine.compose.plan.JoinPlanTest$TreeWalk,v934|8:surefire|4:unit|4:unit|79:com.foggyframework.dataset.db.model.engine.compose.plan.JoinPlanTest$IsInstance,v934|8:surefire|4:unit|4:unit|80:com.foggyframework.dataset.db.model.engine.compose.plan.JoinPlanTest$JoinOnTests,v934|8:surefire|4:unit|4:unit|81:com.foggyframework.dataset.db.model.engine.compose.plan.JoinPlanTest$Construction	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|114:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/plan/PlanCompositionTest.java	com.foggyframework.dataset.db.model.engine.compose.plan.PlanCompositionTest	com.foggyframework.dataset.db.model.engine.compose.plan.PlanCompositionTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|102:com.foggyframework.dataset.db.model.engine.compose.plan.PlanCompositionTest$SpecExample3JoinThenFilter,v934|8:surefire|4:unit|4:unit|106:com.foggyframework.dataset.db.model.engine.compose.plan.PlanCompositionTest$SpecExample2UnionThenAggregate,v934|8:surefire|4:unit|4:unit|107:com.foggyframework.dataset.db.model.engine.compose.plan.PlanCompositionTest$SpecExample1TwoStageAggregation,v934|8:surefire|4:unit|4:unit|91:com.foggyframework.dataset.db.model.engine.compose.plan.PlanCompositionTest$LayerCWhitelist,v934|8:surefire|4:unit|4:unit|96:com.foggyframework.dataset.db.model.engine.compose.plan.PlanCompositionTest$MultiLevelDerivation,v934|8:surefire|4:unit|4:unit|98:com.foggyframework.dataset.db.model.engine.compose.plan.PlanCompositionTest$BaseModelPlansPreorder	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|105:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/plan/PlanIdTest.java	com.foggyframework.dataset.db.model.engine.compose.plan.PlanIdTest	com.foggyframework.dataset.db.model.engine.compose.plan.PlanIdTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|75:com.foggyframework.dataset.db.model.engine.compose.plan.PlanIdTest$Equality,v934|8:surefire|4:unit|4:unit|77:com.foggyframework.dataset.db.model.engine.compose.plan.PlanIdTest$GcBehavior,v934|8:surefire|4:unit|4:unit|79:com.foggyframework.dataset.db.model.engine.compose.plan.PlanIdTest$HashContract,v934|8:surefire|4:unit|4:unit|88:com.foggyframework.dataset.db.model.engine.compose.plan.PlanIdTest$TransientSemanticsDoc	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|118:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/plan/QueryPlanVisibilityTest.java	com.foggyframework.dataset.db.model.engine.compose.plan.QueryPlanVisibilityTest	com.foggyframework.dataset.db.model.engine.compose.plan.QueryPlanVisibilityTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|102:com.foggyframework.dataset.db.model.engine.compose.plan.QueryPlanVisibilityTest$DerivedVisibilityCheck,v934|8:surefire|4:unit|4:unit|94:com.foggyframework.dataset.db.model.engine.compose.plan.QueryPlanVisibilityTest$CollectVisible,v934|8:surefire|4:unit|4:unit|99:com.foggyframework.dataset.db.model.engine.compose.plan.QueryPlanVisibilityTest$BaseVisibilityCheck	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|117:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/plan/RelativeDateParserTest.java	com.foggyframework.dataset.db.model.engine.compose.plan.RelativeDateParserTest	com.foggyframework.dataset.db.model.engine.compose.plan.RelativeDateParserTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|86:com.foggyframework.dataset.db.model.engine.compose.plan.RelativeDateParserTest$IsValid,v934|8:surefire|4:unit|4:unit|87:com.foggyframework.dataset.db.model.engine.compose.plan.RelativeDateParserTest$ParseNow,v934|8:surefire|4:unit|4:unit|90:com.foggyframework.dataset.db.model.engine.compose.plan.RelativeDateParserTest$ParseErrors,v934|8:surefire|4:unit|4:unit|92:com.foggyframework.dataset.db.model.engine.compose.plan.RelativeDateParserTest$ParseAbsolute,v934|8:surefire|4:unit|4:unit|92:com.foggyframework.dataset.db.model.engine.compose.plan.RelativeDateParserTest$ParseRelative	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|112:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/plan/TimeWindowDefTest.java	com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowDefTest	com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowDefTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|81:com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowDefTest$FromMap,v934|8:surefire|4:unit|4:unit|88:com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowDefTest$Classification,v934|8:surefire|4:unit|4:unit|91:com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowDefTest$RollingWindowSize,v934|8:surefire|4:unit|4:unit|95:com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowDefTest$ConstructorValidation	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|117:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/plan/TimeWindowExpanderTest.java	com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowExpanderTest	com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowExpanderTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|95:com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowExpanderTest$RollingExpansion,v934|8:surefire|4:unit|4:unit|98:com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowExpanderTest$CumulativeExpansion,v934|8:surefire|4:unit|4:unit|99:com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowExpanderTest$ComparativeExpansion	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|118:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/plan/TimeWindowValidatorTest.java	com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowValidatorTest	com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowValidatorTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|106:com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowValidatorTest$CalculatedFieldInteraction,v934|8:surefire|4:unit|4:unit|90:com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowValidatorTest$ErrorCodes,v934|8:surefire|4:unit|4:unit|90:com.foggyframework.dataset.db.model.engine.compose.plan.TimeWindowValidatorTest$HappyPaths	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|108:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/plan/UnionPlanTest.java	com.foggyframework.dataset.db.model.engine.compose.plan.UnionPlanTest	com.foggyframework.dataset.db.model.engine.compose.plan.UnionPlanTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|75:com.foggyframework.dataset.db.model.engine.compose.plan.UnionPlanTest$Chain,v934|8:surefire|4:unit|4:unit|78:com.foggyframework.dataset.db.model.engine.compose.plan.UnionPlanTest$Equality,v934|8:surefire|4:unit|4:unit|78:com.foggyframework.dataset.db.model.engine.compose.plan.UnionPlanTest$TreeWalk,v934|8:surefire|4:unit|4:unit|80:com.foggyframework.dataset.db.model.engine.compose.plan.UnionPlanTest$IsInstance,v934|8:surefire|4:unit|4:unit|82:com.foggyframework.dataset.db.model.engine.compose.plan.UnionPlanTest$Construction	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|115:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/schema/AliasExtractorTest.java	com.foggyframework.dataset.db.model.engine.compose.schema.AliasExtractorTest	com.foggyframework.dataset.db.model.engine.compose.schema.AliasExtractorTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|105:com.foggyframework.dataset.db.model.engine.compose.schema.AliasExtractorTest$AsInsideIdentifierNotMatched,v934|8:surefire|4:unit|4:unit|91:com.foggyframework.dataset.db.model.engine.compose.schema.AliasExtractorTest$ValueSemantics,v934|8:surefire|4:unit|4:unit|92:com.foggyframework.dataset.db.model.engine.compose.schema.AliasExtractorTest$AliasExtraction,v934|8:surefire|4:unit|4:unit|92:com.foggyframework.dataset.db.model.engine.compose.schema.AliasExtractorTest$BareColumnNames,v934|8:surefire|4:unit|4:unit|92:com.foggyframework.dataset.db.model.engine.compose.schema.AliasExtractorTest$MalformedInputs,v934|8:surefire|4:unit|4:unit|96:com.foggyframework.dataset.db.model.engine.compose.schema.AliasExtractorTest$FunctionExpressions	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|125:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/schema/ColumnSpecPlanProvenanceTest.java	com.foggyframework.dataset.db.model.engine.compose.schema.ColumnSpecPlanProvenanceTest	com.foggyframework.dataset.db.model.engine.compose.schema.ColumnSpecPlanProvenanceTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|104:com.foggyframework.dataset.db.model.engine.compose.schema.ColumnSpecPlanProvenanceTest$EqualityUnchanged,v934|8:surefire|4:unit|4:unit|110:com.foggyframework.dataset.db.model.engine.compose.schema.ColumnSpecPlanProvenanceTest$BuilderAcceptsNewFields,v934|8:surefire|4:unit|4:unit|112:com.foggyframework.dataset.db.model.engine.compose.schema.ColumnSpecPlanProvenanceTest$ToStringIncludesNewFields,v934|8:surefire|4:unit|4:unit|95:com.foggyframework.dataset.db.model.engine.compose.schema.ColumnSpecPlanProvenanceTest$Defaults	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|122:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/schema/OutputSchemaLookupApiTest.java	com.foggyframework.dataset.db.model.engine.compose.schema.OutputSchemaLookupApiTest	com.foggyframework.dataset.db.model.engine.compose.schema.OutputSchemaLookupApiTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|102:com.foggyframework.dataset.db.model.engine.compose.schema.OutputSchemaLookupApiTest$G10AmbiguousRegime,v934|8:surefire|4:unit|4:unit|108:com.foggyframework.dataset.db.model.engine.compose.schema.OutputSchemaLookupApiTest$LegacyDuplicateRejection,v934|8:surefire|4:unit|4:unit|96:com.foggyframework.dataset.db.model.engine.compose.schema.OutputSchemaLookupApiTest$NonAmbiguous	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|113:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/schema/OutputSchemaTest.java	com.foggyframework.dataset.db.model.engine.compose.schema.OutputSchemaTest	com.foggyframework.dataset.db.model.engine.compose.schema.OutputSchemaTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|84:com.foggyframework.dataset.db.model.engine.compose.schema.OutputSchemaTest$Accessors,v934|8:surefire|4:unit|4:unit|87:com.foggyframework.dataset.db.model.engine.compose.schema.OutputSchemaTest$Immutability,v934|8:surefire|4:unit|4:unit|95:com.foggyframework.dataset.db.model.engine.compose.schema.OutputSchemaTest$ColumnSpecInvariants,v934|8:surefire|4:unit|4:unit|99:com.foggyframework.dataset.db.model.engine.compose.schema.OutputSchemaTest$OutputSchemaConstruction	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|124:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/schema/SchemaDerivationG10JoinTest.java	com.foggyframework.dataset.db.model.engine.compose.schema.SchemaDerivationG10JoinTest	com.foggyframework.dataset.db.model.engine.compose.schema.SchemaDerivationG10JoinTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|95:com.foggyframework.dataset.db.model.engine.compose.schema.SchemaDerivationG10JoinTest$FlagOnG10,v934|8:surefire|4:unit|4:unit|99:com.foggyframework.dataset.db.model.engine.compose.schema.SchemaDerivationG10JoinTest$FlagOffLegacy	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|117:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/schema/SchemaDerivationTest.java	com.foggyframework.dataset.db.model.engine.compose.schema.SchemaDerivationTest	com.foggyframework.dataset.db.model.engine.compose.schema.SchemaDerivationTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|103:com.foggyframework.dataset.db.model.engine.compose.schema.SchemaDerivationTest$ReservedTokensAndScanner,v934|8:surefire|4:unit|4:unit|104:com.foggyframework.dataset.db.model.engine.compose.schema.SchemaDerivationTest$SpecExampleJoinThenFilter,v934|8:surefire|4:unit|4:unit|109:com.foggyframework.dataset.db.model.engine.compose.schema.SchemaDerivationTest$SpecExampleTwoStageAggregation,v934|8:surefire|4:unit|4:unit|89:com.foggyframework.dataset.db.model.engine.compose.schema.SchemaDerivationTest$JoinSchema,v934|8:surefire|4:unit|4:unit|90:com.foggyframework.dataset.db.model.engine.compose.schema.SchemaDerivationTest$UnionSchema,v934|8:surefire|4:unit|4:unit|94:com.foggyframework.dataset.db.model.engine.compose.schema.SchemaDerivationTest$BaseModelSchema,v934|8:surefire|4:unit|4:unit|97:com.foggyframework.dataset.db.model.engine.compose.schema.SchemaDerivationTest$DerivedQuerySchema	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|138:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/security/ComposePlanAwarePermissionValidatorTest.java	com.foggyframework.dataset.db.model.engine.compose.security.ComposePlanAwarePermissionValidatorTest	com.foggyframework.dataset.db.model.engine.compose.security.ComposePlanAwarePermissionValidatorTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|109:com.foggyframework.dataset.db.model.engine.compose.security.ComposePlanAwarePermissionValidatorTest$BareField,v934|8:surefire|4:unit|4:unit|113:com.foggyframework.dataset.db.model.engine.compose.security.ComposePlanAwarePermissionValidatorTest$PlanQualified,v934|8:surefire|4:unit|4:unit|114:com.foggyframework.dataset.db.model.engine.compose.security.ComposePlanAwarePermissionValidatorTest$ArgumentGuards,v934|8:surefire|4:unit|4:unit|130:com.foggyframework.dataset.db.model.engine.compose.security.ComposePlanAwarePermissionValidatorTest$RelationExpressionDependencies	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|125:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/security/PlanFieldAccessContextTest.java	com.foggyframework.dataset.db.model.engine.compose.security.PlanFieldAccessContextTest	com.foggyframework.dataset.db.model.engine.compose.security.PlanFieldAccessContextTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|104:com.foggyframework.dataset.db.model.engine.compose.security.PlanFieldAccessContextTest$RegistryBehaviour	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|100:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/join/JoinGraphTest.java	com.foggyframework.dataset.db.model.engine.join.JoinGraphTest	com.foggyframework.dataset.db.model.engine.join.JoinGraphTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|72:com.foggyframework.dataset.db.model.engine.join.JoinGraphTest$BasicTests,v934|8:surefire|4:unit|4:unit|75:com.foggyframework.dataset.db.model.engine.join.JoinGraphTest$JoinEdgeTests,v934|8:surefire|4:unit|4:unit|76:com.foggyframework.dataset.db.model.engine.join.JoinGraphTest$PathCacheTests,v934|8:surefire|4:unit|4:unit|78:com.foggyframework.dataset.db.model.engine.join.JoinGraphTest$PathFindingTests,v934|8:surefire|4:unit|4:unit|81:com.foggyframework.dataset.db.model.engine.join.JoinGraphTest$CycleDetectionTests,v934|8:surefire|4:unit|4:unit|82:com.foggyframework.dataset.db.model.engine.join.JoinGraphTest$TopologicalSortTests	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|128:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/expression/SqlCalculatedFieldProcessorWindowOrderTest.java	com.foggyframework.dataset.db.model.expression.SqlCalculatedFieldProcessorWindowOrderTest	com.foggyframework.dataset.db.model.expression.SqlCalculatedFieldProcessorWindowOrderTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|108:com.foggyframework.dataset.db.model.expression.SqlCalculatedFieldProcessorWindowOrderTest$RawExpressionGuard,v934|8:surefire|4:unit|4:unit|110:com.foggyframework.dataset.db.model.expression.SqlCalculatedFieldProcessorWindowOrderTest$ErrorMessageContract	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|112:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/odoo/QueryErrorPhysicalColumnLeakTest.java	com.foggyframework.dataset.db.model.odoo.QueryErrorPhysicalColumnLeakTest	com.foggyframework.dataset.db.model.odoo.QueryErrorPhysicalColumnLeakTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|108:com.foggyframework.dataset.db.model.odoo.QueryErrorPhysicalColumnLeakTest$SchemaAwareFieldValidationRecovery,v934|8:surefire|4:unit|4:unit|91:com.foggyframework.dataset.db.model.odoo.QueryErrorPhysicalColumnLeakTest$SanitizerContract	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|130:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/plugins/result_set_filter/SchemaAwareCalcFieldAliasTest.java	com.foggyframework.dataset.db.model.plugins.result_set_filter.SchemaAwareCalcFieldAliasTest	com.foggyframework.dataset.db.model.plugins.result_set_filter.SchemaAwareCalcFieldAliasTest	surefire	unit	unit	foggy-dataset-model	0	0	v934|8:surefire|4:unit|4:unit|105:com.foggyframework.dataset.db.model.plugins.result_set_filter.SchemaAwareCalcFieldAliasTest$StillRejected,v934|8:surefire|4:unit|4:unit|111:com.foggyframework.dataset.db.model.plugins.result_set_filter.SchemaAwareCalcFieldAliasTest$TimeWindowCalcAlias,v934|8:surefire|4:unit|4:unit|114:com.foggyframework.dataset.db.model.plugins.result_set_filter.SchemaAwareCalcFieldAliasTest$NonTimeWindowCalcAlias	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
foggy-dataset-model	v934-src|129:foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/semantic/member/permission/SyntheticMemberPermissionIT.java	com.foggyframework.dataset.db.model.semantic.member.permission.SyntheticMemberPermissionIT	com.foggyframework.dataset.db.model.semantic.member.permission.SyntheticMemberPermissionIT	failsafe	sqlite-broad-integration	sqlite-broad	foggy-dataset-model	0	0	v934|8:failsafe|24:sqlite-broad-integration|12:sqlite-broad|102:com.foggyframework.dataset.db.model.semantic.member.permission.SyntheticMemberPermissionIT$LoaderTests,v934|8:failsafe|24:sqlite-broad-integration|12:sqlite-broad|104:com.foggyframework.dataset.db.model.semantic.member.permission.SyntheticMemberPermissionIT$RealDataTests,v934|8:failsafe|24:sqlite-broad-integration|12:sqlite-broad|107:com.foggyframework.dataset.db.model.semantic.member.permission.SyntheticMemberPermissionIT$QueryFacadeTests,v934|8:failsafe|24:sqlite-broad-integration|12:sqlite-broad|108:com.foggyframework.dataset.db.model.semantic.member.permission.SyntheticMemberPermissionIT$MergeRuleE2ETests	reviewed-structural-container	outer ClassSource has zero direct nodes and is represented by positive nested sibling reports
