execution_key	source_id	report_fqcn	runner	lane	variant_key	db_kind	infra_kind	execution_step	required	owner	optional_reason	review_at
v934|8:surefire|4:unit|4:unit|78:com.foggyframework.dataset.mcp.storage.cloud.CloudStorageAutoConfigurationTest	v934-src|130:addons/foggy-chart-storage-cloud/src/test/java/com/foggyframework/dataset/mcp/storage/cloud/CloudStorageAutoConfigurationTest.java	com.foggyframework.dataset.mcp.storage.cloud.CloudStorageAutoConfigurationTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-chart-storage-cloud	none	none
v934|8:surefire|4:unit|4:unit|75:com.foggyframework.dataviewer.config.DataViewerAutoConfigurationContextTest	v934-src|119:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/config/DataViewerAutoConfigurationContextTest.java	com.foggyframework.dataviewer.config.DataViewerAutoConfigurationContextTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|68:com.foggyframework.dataviewer.config.DataViewerAutoConfigurationTest	v934-src|112:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/config/DataViewerAutoConfigurationTest.java	com.foggyframework.dataviewer.config.DataViewerAutoConfigurationTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|65:com.foggyframework.dataviewer.controller.ListPresetControllerTest	v934-src|109:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/controller/ListPresetControllerTest.java	com.foggyframework.dataviewer.controller.ListPresetControllerTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|78:com.foggyframework.dataviewer.controller.TableDefaultQueryConfigControllerTest	v934-src|122:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/controller/TableDefaultQueryConfigControllerTest.java	com.foggyframework.dataviewer.controller.TableDefaultQueryConfigControllerTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|64:com.foggyframework.dataviewer.controller.ViewerApiControllerTest	v934-src|108:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/controller/ViewerApiControllerTest.java	com.foggyframework.dataviewer.controller.ViewerApiControllerTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|82:com.foggyframework.dataviewer.controller.ViewerApiControllerTest$GetQueryMetaTests	v934-src|108:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/controller/ViewerApiControllerTest.java	com.foggyframework.dataviewer.controller.ViewerApiControllerTest$GetQueryMetaTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|79:com.foggyframework.dataviewer.controller.ViewerApiControllerTest$QueryDataTests	v934-src|108:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/controller/ViewerApiControllerTest.java	com.foggyframework.dataviewer.controller.ViewerApiControllerTest$QueryDataTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|81:com.foggyframework.dataviewer.controller.ViewerApiControllerTest$QueryDirectTests	v934-src|108:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/controller/ViewerApiControllerTest.java	com.foggyframework.dataviewer.controller.ViewerApiControllerTest$QueryDirectTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|82:com.foggyframework.dataviewer.controller.ViewerApiControllerTest$QueryMembersTests	v934-src|108:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/controller/ViewerApiControllerTest.java	com.foggyframework.dataviewer.controller.ViewerApiControllerTest$QueryMembersTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|54:com.foggyframework.dataviewer.mcp.OpenInViewerToolTest	v934-src|98:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/mcp/OpenInViewerToolTest.java	com.foggyframework.dataviewer.mcp.OpenInViewerToolTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|69:com.foggyframework.dataviewer.mcp.OpenInViewerToolTest$ExecutionTests	v934-src|98:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/mcp/OpenInViewerToolTest.java	com.foggyframework.dataviewer.mcp.OpenInViewerToolTest$ExecutionTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|68:com.foggyframework.dataviewer.mcp.OpenInViewerToolTest$MetadataTests	v934-src|98:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/mcp/OpenInViewerToolTest.java	com.foggyframework.dataviewer.mcp.OpenInViewerToolTest$MetadataTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|76:com.foggyframework.dataviewer.mcp.OpenInViewerToolTest$StreamingSupportTests	v934-src|98:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/mcp/OpenInViewerToolTest.java	com.foggyframework.dataviewer.mcp.OpenInViewerToolTest$StreamingSupportTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|67:com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest	v934-src|111:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/plugins/LargeResultTruncationStepTest.java	com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|87:com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest$AboveThresholdTests	v934-src|111:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/plugins/LargeResultTruncationStepTest.java	com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest$AboveThresholdTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|87:com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest$BelowThresholdTests	v934-src|111:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/plugins/LargeResultTruncationStepTest.java	com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest$BelowThresholdTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|81:com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest$EdgeCaseTests	v934-src|111:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/plugins/LargeResultTruncationStepTest.java	com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest$EdgeCaseTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|84:com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest$NonMcpQueryTests	v934-src|111:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/plugins/LargeResultTruncationStepTest.java	com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest$NonMcpQueryTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|59:com.foggyframework.dataviewer.service.ListPresetServiceTest	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/ListPresetServiceTest.java	com.foggyframework.dataviewer.service.ListPresetServiceTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|74:com.foggyframework.dataviewer.service.ListPresetServiceTest$FileStoreTests	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/ListPresetServiceTest.java	com.foggyframework.dataviewer.service.ListPresetServiceTest$FileStoreTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|60:com.foggyframework.dataviewer.service.MemberQueryServiceTest	v934-src|104:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/MemberQueryServiceTest.java	com.foggyframework.dataviewer.service.MemberQueryServiceTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|59:com.foggyframework.dataviewer.service.QueryCacheServiceTest	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryCacheServiceTest.java	com.foggyframework.dataviewer.service.QueryCacheServiceTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|75:com.foggyframework.dataviewer.service.QueryCacheServiceTest$CacheQueryTests	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryCacheServiceTest.java	com.foggyframework.dataviewer.service.QueryCacheServiceTest$CacheQueryTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|73:com.foggyframework.dataviewer.service.QueryCacheServiceTest$GetQueryTests	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryCacheServiceTest.java	com.foggyframework.dataviewer.service.QueryCacheServiceTest$GetQueryTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|82:com.foggyframework.dataviewer.service.QueryCacheServiceTest$QueryIdGenerationTests	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryCacheServiceTest.java	com.foggyframework.dataviewer.service.QueryCacheServiceTest$QueryIdGenerationTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|86:com.foggyframework.dataviewer.service.QueryCacheServiceTest$TableConfigGenerationTests	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryCacheServiceTest.java	com.foggyframework.dataviewer.service.QueryCacheServiceTest$TableConfigGenerationTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|88:com.foggyframework.dataviewer.service.QueryCacheServiceTest$UpdateEstimatedRowCountTests	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryCacheServiceTest.java	com.foggyframework.dataviewer.service.QueryCacheServiceTest$UpdateEstimatedRowCountTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|69:com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest	v934-src|113:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryScopeConstraintServiceTest.java	com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|94:com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest$DateRangeConstraintTests	v934-src|113:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryScopeConstraintServiceTest.java	com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest$DateRangeConstraintTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|90:com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest$EnabledDisabledTests	v934-src|113:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryScopeConstraintServiceTest.java	com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest$EnabledDisabledTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|94:com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest$ModelSpecificConfigTests	v934-src|113:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryScopeConstraintServiceTest.java	com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest$ModelSpecificConfigTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|90:com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest$SliceValidationTests	v934-src|113:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryScopeConstraintServiceTest.java	com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest$SliceValidationTests	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|72:com.foggyframework.dataviewer.service.TableDefaultQueryConfigServiceTest	v934-src|116:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/TableDefaultQueryConfigServiceTest.java	com.foggyframework.dataviewer.service.TableDefaultQueryConfigServiceTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:failsafe|14:external-mongo|6:mongo6|84:com.foggyframework.dataviewer.service.listpreset.MongoListPresetStoreIntegrationTest	v934-src|128:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/listpreset/MongoListPresetStoreIntegrationTest.java	com.foggyframework.dataviewer.service.listpreset.MongoListPresetStoreIntegrationTest	failsafe	external-mongo	mongo6	none	mongodb	3	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|96:com.foggyframework.dataviewer.service.tabledefault.PropertiesTableDefaultQueryConfigProviderTest	v934-src|140:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/tabledefault/PropertiesTableDefaultQueryConfigProviderTest.java	com.foggyframework.dataviewer.service.tabledefault.PropertiesTableDefaultQueryConfigProviderTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-data-viewer	none	none
v934|8:surefire|4:unit|4:unit|61:com.foggyframework.dataset.client.test.support.AnnotationTest	v934-src|108:addons/foggy-dataset-client/src/test/java/com/foggyframework/dataset/client/test/support/AnnotationTest.java	com.foggyframework.dataset.client.test.support.AnnotationTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-client	none	none
v934|8:surefire|4:unit|4:unit|67:com.foggyframework.dataset.client.test.support.BeanPropertyListTest	v934-src|114:addons/foggy-dataset-client/src/test/java/com/foggyframework/dataset/client/test/support/BeanPropertyListTest.java	com.foggyframework.dataset.client.test.support.BeanPropertyListTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-client	none	none
v934|8:surefire|4:unit|4:unit|69:com.foggyframework.dataset.client.test.support.DatasetClientProxyTest	v934-src|116:addons/foggy-dataset-client/src/test/java/com/foggyframework/dataset/client/test/support/DatasetClientProxyTest.java	com.foggyframework.dataset.client.test.support.DatasetClientProxyTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-client	none	none
v934|8:surefire|4:unit|4:unit|64:com.foggyframework.dataset.client.test.support.ListConverterTest	v934-src|111:addons/foggy-dataset-client/src/test/java/com/foggyframework/dataset/client/test/support/ListConverterTest.java	com.foggyframework.dataset.client.test.support.ListConverterTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-client	none	none
v934|8:surefire|4:unit|4:unit|73:com.foggyframework.dataset.client.test.support.ReturnConverterManagerTest	v934-src|120:addons/foggy-dataset-client/src/test/java/com/foggyframework/dataset/client/test/support/ReturnConverterManagerTest.java	com.foggyframework.dataset.client.test.support.ReturnConverterManagerTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-client	none	none
v934|8:surefire|4:unit|4:unit|68:com.foggyframework.dataset.graphql.GraphqlAddonAutoConfigurationTest	v934-src|116:addons/foggy-dataset-graphql/src/test/java/com/foggyframework/dataset/graphql/GraphqlAddonAutoConfigurationTest.java	com.foggyframework.dataset.graphql.GraphqlAddonAutoConfigurationTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-graphql	none	none
v934|8:surefire|4:unit|4:unit|70:com.foggyframework.dataset.graphql.converter.GraphqlToDslConverterTest	v934-src|118:addons/foggy-dataset-graphql/src/test/java/com/foggyframework/dataset/graphql/converter/GraphqlToDslConverterTest.java	com.foggyframework.dataset.graphql.converter.GraphqlToDslConverterTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-graphql	none	none
v934|8:surefire|4:unit|4:unit|81:com.foggyframework.dataset.db.model.cache.fingerprint.QueryFingerprintBuilderTest	v934-src|133:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/fingerprint/QueryFingerprintBuilderTest.java	com.foggyframework.dataset.db.model.cache.fingerprint.QueryFingerprintBuilderTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-cache	none	none
v934|8:surefire|4:unit|4:unit|74:com.foggyframework.dataset.db.model.cache.fingerprint.QueryFingerprintTest	v934-src|126:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/fingerprint/QueryFingerprintTest.java	com.foggyframework.dataset.db.model.cache.fingerprint.QueryFingerprintTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-cache	none	none
v934|8:surefire|4:unit|4:unit|80:com.foggyframework.dataset.db.model.cache.fingerprint.StableCanonicalEncoderTest	v934-src|132:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/fingerprint/StableCanonicalEncoderTest.java	com.foggyframework.dataset.db.model.cache.fingerprint.StableCanonicalEncoderTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-cache	none	none
v934|8:failsafe|24:sqlite-broad-integration|15:caffeine-sqlite|92:com.foggyframework.dataset.db.model.cache.lifecycle.realquery.QueryCacheLifecycleRealQueryIT	v934-src|144:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/lifecycle/realquery/QueryCacheLifecycleRealQueryIT.java	com.foggyframework.dataset.db.model.cache.lifecycle.realquery.QueryCacheLifecycleRealQueryIT	failsafe	sqlite-broad-integration	caffeine-sqlite	sqlite	sqlite	2	true	addons/foggy-dataset-model-cache	none	none
v934|8:failsafe|14:external-redis|13:redis7-sqlite|92:com.foggyframework.dataset.db.model.cache.lifecycle.realquery.QueryCacheLifecycleRealQueryIT	v934-src|144:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/lifecycle/realquery/QueryCacheLifecycleRealQueryIT.java	com.foggyframework.dataset.db.model.cache.lifecycle.realquery.QueryCacheLifecycleRealQueryIT	failsafe	external-redis	redis7-sqlite	sqlite	redis	3	true	addons/foggy-dataset-model-cache	none	none
v934|8:failsafe|24:sqlite-broad-integration|12:sqlite-broad|111:com.foggyframework.dataset.db.model.cache.provider.CaffeineQueryCacheProviderDataSourceIsolationIntegrationTest	v934-src|163:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/provider/CaffeineQueryCacheProviderDataSourceIsolationIntegrationTest.java	com.foggyframework.dataset.db.model.cache.provider.CaffeineQueryCacheProviderDataSourceIsolationIntegrationTest	failsafe	sqlite-broad-integration	sqlite-broad	sqlite	sqlite	2	true	addons/foggy-dataset-model-cache	none	none
v934|8:surefire|4:unit|4:unit|81:com.foggyframework.dataset.db.model.cache.provider.CaffeineQueryCacheProviderTest	v934-src|133:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/provider/CaffeineQueryCacheProviderTest.java	com.foggyframework.dataset.db.model.cache.provider.CaffeineQueryCacheProviderTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-cache	none	none
v934|8:surefire|4:unit|4:unit|89:com.foggyframework.dataset.db.model.cache.provider.QueryCacheKeyBuilderStrongIdentityTest	v934-src|141:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/provider/QueryCacheKeyBuilderStrongIdentityTest.java	com.foggyframework.dataset.db.model.cache.provider.QueryCacheKeyBuilderStrongIdentityTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-cache	none	none
v934|8:surefire|4:unit|4:unit|91:com.foggyframework.dataset.db.model.cache.provider.QueryCacheKeyCrossApplicationContextTest	v934-src|143:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/provider/QueryCacheKeyCrossApplicationContextTest.java	com.foggyframework.dataset.db.model.cache.provider.QueryCacheKeyCrossApplicationContextTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-cache	none	none
v934|8:failsafe|14:external-redis|6:redis7|71:com.foggyframework.dataset.db.model.cache.provider.RedisCrossJvmCacheIT	v934-src|123:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/provider/RedisCrossJvmCacheIT.java	com.foggyframework.dataset.db.model.cache.provider.RedisCrossJvmCacheIT	failsafe	external-redis	redis7	none	redis	3	true	addons/foggy-dataset-model-cache	none	none
v934|8:surefire|4:unit|4:unit|78:com.foggyframework.dataset.db.model.cache.provider.RedisQueryCacheProviderTest	v934-src|130:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/provider/RedisQueryCacheProviderTest.java	com.foggyframework.dataset.db.model.cache.provider.RedisQueryCacheProviderTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-cache	none	none
v934|8:surefire|4:unit|4:unit|71:io.foggytest.autoconfigure.cache.QueryCacheAutoConfigurationContextTest	v934-src|123:addons/foggy-dataset-model-cache/src/test/java/io/foggytest/autoconfigure/cache/QueryCacheAutoConfigurationContextTest.java	io.foggytest.autoconfigure.cache.QueryCacheAutoConfigurationContextTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-cache	none	none
v934|8:surefire|4:unit|4:unit|62:com.foggyframework.dataset.db.model.mongo.McpAuditLogMongoTest	v934-src|114:addons/foggy-dataset-model-mongo/src/test/java/com/foggyframework/dataset/db/model/mongo/McpAuditLogMongoTest.java	com.foggyframework.dataset.db.model.mongo.McpAuditLogMongoTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-mongo	none	none
v934|8:surefire|4:unit|4:unit|69:com.foggyframework.dataset.db.model.mongo.MongoArrayElementAccessTest	v934-src|121:addons/foggy-dataset-model-mongo/src/test/java/com/foggyframework/dataset/db/model/mongo/MongoArrayElementAccessTest.java	com.foggyframework.dataset.db.model.mongo.MongoArrayElementAccessTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-mongo	none	none
v934|8:failsafe|14:external-mongo|6:mongo6|77:com.foggyframework.dataset.db.model.mongo.MongoCalculatedFieldIntegrationTest	v934-src|129:addons/foggy-dataset-model-mongo/src/test/java/com/foggyframework/dataset/db/model/mongo/MongoCalculatedFieldIntegrationTest.java	com.foggyframework.dataset.db.model.mongo.MongoCalculatedFieldIntegrationTest	failsafe	external-mongo	mongo6	none	mongodb	3	true	addons/foggy-dataset-model-mongo	none	none
v934|8:surefire|4:unit|4:unit|78:com.foggyframework.dataset.db.model.mongo.expression.MongoAllowedFunctionsTest	v934-src|130:addons/foggy-dataset-model-mongo/src/test/java/com/foggyframework/dataset/db/model/mongo/expression/MongoAllowedFunctionsTest.java	com.foggyframework.dataset.db.model.mongo.expression.MongoAllowedFunctionsTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-mongo	none	none
v934|8:surefire|4:unit|4:unit|70:com.foggyframework.dataset.db.model.mongo.expression.MongoFragmentTest	v934-src|122:addons/foggy-dataset-model-mongo/src/test/java/com/foggyframework/dataset/db/model/mongo/expression/MongoFragmentTest.java	com.foggyframework.dataset.db.model.mongo.expression.MongoFragmentTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-mongo	none	none
v934|8:surefire|4:unit|4:unit|77:io.foggytest.autoconfigure.modelmongo.MongoModelAutoConfigurationContractTest	v934-src|129:addons/foggy-dataset-model-mongo/src/test/java/io/foggytest/autoconfigure/modelmongo/MongoModelAutoConfigurationContractTest.java	io.foggytest.autoconfigure.modelmongo.MongoModelAutoConfigurationContractTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-mongo	none	none
v934|8:surefire|4:unit|4:unit|67:com.foggyframework.dataset.db.model.preagg.ddl.PreAggSqlBuilderTest	v934-src|120:addons/foggy-dataset-model-preagg/src/test/java/com/foggyframework/dataset/db/model/preagg/ddl/PreAggSqlBuilderTest.java	com.foggyframework.dataset.db.model.preagg.ddl.PreAggSqlBuilderTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-preagg	none	none
v934|8:surefire|4:unit|4:unit|74:com.foggyframework.dataset.db.model.preagg.refresh.FullRefreshStrategyTest	v934-src|127:addons/foggy-dataset-model-preagg/src/test/java/com/foggyframework/dataset/db/model/preagg/refresh/FullRefreshStrategyTest.java	com.foggyframework.dataset.db.model.preagg.refresh.FullRefreshStrategyTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-preagg	none	none
v934|8:surefire|4:unit|4:unit|81:com.foggyframework.dataset.db.model.preagg.refresh.IncrementalRefreshStrategyTest	v934-src|134:addons/foggy-dataset-model-preagg/src/test/java/com/foggyframework/dataset/db/model/preagg/refresh/IncrementalRefreshStrategyTest.java	com.foggyframework.dataset.db.model.preagg.refresh.IncrementalRefreshStrategyTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-preagg	none	none
v934|8:surefire|4:unit|4:unit|63:com.foggyframework.dataset.db.model.vector.EmbeddingServiceTest	v934-src|116:addons/foggy-dataset-model-vector/src/test/java/com/foggyframework/dataset/db/model/vector/EmbeddingServiceTest.java	com.foggyframework.dataset.db.model.vector.EmbeddingServiceTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-vector	none	none
v934|8:surefire|4:unit|4:unit|62:com.foggyframework.dataset.db.model.vector.FilterConditionTest	v934-src|115:addons/foggy-dataset-model-vector/src/test/java/com/foggyframework/dataset/db/model/vector/FilterConditionTest.java	com.foggyframework.dataset.db.model.vector.FilterConditionTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-vector	none	none
v934|8:surefire|4:unit|4:unit|61:com.foggyframework.dataset.db.model.vector.VectorDbConfigTest	v934-src|114:addons/foggy-dataset-model-vector/src/test/java/com/foggyframework/dataset/db/model/vector/VectorDbConfigTest.java	com.foggyframework.dataset.db.model.vector.VectorDbConfigTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-vector	none	none
v934|8:failsafe|15:external-vector|18:milvus24-embedding|64:com.foggyframework.dataset.db.model.vector.VectorIntegrationTest	v934-src|117:addons/foggy-dataset-model-vector/src/test/java/com/foggyframework/dataset/db/model/vector/VectorIntegrationTest.java	com.foggyframework.dataset.db.model.vector.VectorIntegrationTest	failsafe	external-vector	milvus24-embedding	none	vector	3	true	addons/foggy-dataset-model-vector	none	none
v934|8:surefire|4:unit|4:unit|69:com.foggyframework.dataset.db.model.vector.VectorModelQueryEngineTest	v934-src|122:addons/foggy-dataset-model-vector/src/test/java/com/foggyframework/dataset/db/model/vector/VectorModelQueryEngineTest.java	com.foggyframework.dataset.db.model.vector.VectorModelQueryEngineTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-vector	none	none
v934|8:surefire|4:unit|4:unit|65:com.foggyframework.dataset.db.model.vector.VectorSearchParamsTest	v934-src|118:addons/foggy-dataset-model-vector/src/test/java/com/foggyframework/dataset/db/model/vector/VectorSearchParamsTest.java	com.foggyframework.dataset.db.model.vector.VectorSearchParamsTest	surefire	unit	unit	none	hermetic	2	true	addons/foggy-dataset-model-vector	none	none
