module	source_id	source_fqcn	report_fqcn	discovered_test_nodes	runtime_deferred_containers	engine_ids	source_sha256	test_classes_sha256	main_classes_sha256
addons/foggy-chart-storage-cloud	v934-src|130:addons/foggy-chart-storage-cloud/src/test/java/com/foggyframework/dataset/mcp/storage/cloud/CloudStorageAutoConfigurationTest.java	com.foggyframework.dataset.mcp.storage.cloud.CloudStorageAutoConfigurationTest	com.foggyframework.dataset.mcp.storage.cloud.CloudStorageAutoConfigurationTest	5	0	junit-jupiter	e065ec4f0d33f6a3e323cf1c7dbe42bb67864912147f527ef0d27e9cf949aa85	871e448ef774e049ff8e5b1cd29a5d10e6f3fe5ba1fccc15beb4d86cb1c5c371	3fb39cc21c561255cdbfca9e0bf758318e3b2adc049bf57f9d79a8906e2c0af5
addons/foggy-data-viewer	v934-src|119:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/config/DataViewerAutoConfigurationContextTest.java	com.foggyframework.dataviewer.config.DataViewerAutoConfigurationContextTest	com.foggyframework.dataviewer.config.DataViewerAutoConfigurationContextTest	3	0	junit-jupiter	41cb7283496be9d409b815b10c4e596800c2dc918109bbd4cf4ce616db9c6c9d	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|112:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/config/DataViewerAutoConfigurationTest.java	com.foggyframework.dataviewer.config.DataViewerAutoConfigurationTest	com.foggyframework.dataviewer.config.DataViewerAutoConfigurationTest	3	0	junit-jupiter	f3160d5b5dc33cb487e91983c7d681610b5be7a46e7b9d2cf72aef801c537cf4	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|109:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/controller/ListPresetControllerTest.java	com.foggyframework.dataviewer.controller.ListPresetControllerTest	com.foggyframework.dataviewer.controller.ListPresetControllerTest	12	0	junit-jupiter	15c1b9ae02149c2eb8e72bbce78c1b2e6ef2819cb290fcd46a2bf16a5db9daf7	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|122:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/controller/TableDefaultQueryConfigControllerTest.java	com.foggyframework.dataviewer.controller.TableDefaultQueryConfigControllerTest	com.foggyframework.dataviewer.controller.TableDefaultQueryConfigControllerTest	3	0	junit-jupiter	895f65a0f6d90354e7c7b4cd6318ce22a88e10978dda26799385567cc904cbc0	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|108:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/controller/ViewerApiControllerTest.java	com.foggyframework.dataviewer.controller.ViewerApiControllerTest	com.foggyframework.dataviewer.controller.ViewerApiControllerTest	0	0	junit-jupiter	66ab311650f041cfc3be6deb0b0024a7414281877fa3741f75b5ff89f544d241	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|108:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/controller/ViewerApiControllerTest.java	com.foggyframework.dataviewer.controller.ViewerApiControllerTest	com.foggyframework.dataviewer.controller.ViewerApiControllerTest$GetQueryMetaTests	2	0	junit-jupiter	66ab311650f041cfc3be6deb0b0024a7414281877fa3741f75b5ff89f544d241	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|108:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/controller/ViewerApiControllerTest.java	com.foggyframework.dataviewer.controller.ViewerApiControllerTest	com.foggyframework.dataviewer.controller.ViewerApiControllerTest$QueryDataTests	9	0	junit-jupiter	66ab311650f041cfc3be6deb0b0024a7414281877fa3741f75b5ff89f544d241	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|108:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/controller/ViewerApiControllerTest.java	com.foggyframework.dataviewer.controller.ViewerApiControllerTest	com.foggyframework.dataviewer.controller.ViewerApiControllerTest$QueryDirectTests	7	0	junit-jupiter	66ab311650f041cfc3be6deb0b0024a7414281877fa3741f75b5ff89f544d241	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|108:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/controller/ViewerApiControllerTest.java	com.foggyframework.dataviewer.controller.ViewerApiControllerTest	com.foggyframework.dataviewer.controller.ViewerApiControllerTest$QueryMembersTests	1	0	junit-jupiter	66ab311650f041cfc3be6deb0b0024a7414281877fa3741f75b5ff89f544d241	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|98:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/mcp/OpenInViewerToolTest.java	com.foggyframework.dataviewer.mcp.OpenInViewerToolTest	com.foggyframework.dataviewer.mcp.OpenInViewerToolTest	0	0	junit-jupiter	4243ce022323ff7bb803deb71811aeefaf7ce2e7afeff4bf2fafc70c6590e533	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|98:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/mcp/OpenInViewerToolTest.java	com.foggyframework.dataviewer.mcp.OpenInViewerToolTest	com.foggyframework.dataviewer.mcp.OpenInViewerToolTest$ExecutionTests	6	0	junit-jupiter	4243ce022323ff7bb803deb71811aeefaf7ce2e7afeff4bf2fafc70c6590e533	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|98:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/mcp/OpenInViewerToolTest.java	com.foggyframework.dataviewer.mcp.OpenInViewerToolTest	com.foggyframework.dataviewer.mcp.OpenInViewerToolTest$MetadataTests	4	0	junit-jupiter	4243ce022323ff7bb803deb71811aeefaf7ce2e7afeff4bf2fafc70c6590e533	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|98:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/mcp/OpenInViewerToolTest.java	com.foggyframework.dataviewer.mcp.OpenInViewerToolTest	com.foggyframework.dataviewer.mcp.OpenInViewerToolTest$StreamingSupportTests	1	0	junit-jupiter	4243ce022323ff7bb803deb71811aeefaf7ce2e7afeff4bf2fafc70c6590e533	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|111:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/plugins/LargeResultTruncationStepTest.java	com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest	com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest	0	0	junit-jupiter	796be30a233dcf1387b5d08098bdc045f8ccb501608c0ccf79b8ccf8b22f0ed9	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|111:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/plugins/LargeResultTruncationStepTest.java	com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest	com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest$AboveThresholdTests	4	0	junit-jupiter	796be30a233dcf1387b5d08098bdc045f8ccb501608c0ccf79b8ccf8b22f0ed9	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|111:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/plugins/LargeResultTruncationStepTest.java	com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest	com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest$BelowThresholdTests	3	0	junit-jupiter	796be30a233dcf1387b5d08098bdc045f8ccb501608c0ccf79b8ccf8b22f0ed9	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|111:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/plugins/LargeResultTruncationStepTest.java	com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest	com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest$EdgeCaseTests	4	0	junit-jupiter	796be30a233dcf1387b5d08098bdc045f8ccb501608c0ccf79b8ccf8b22f0ed9	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|111:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/plugins/LargeResultTruncationStepTest.java	com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest	com.foggyframework.dataviewer.plugins.LargeResultTruncationStepTest$NonMcpQueryTests	2	0	junit-jupiter	796be30a233dcf1387b5d08098bdc045f8ccb501608c0ccf79b8ccf8b22f0ed9	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/ListPresetServiceTest.java	com.foggyframework.dataviewer.service.ListPresetServiceTest	com.foggyframework.dataviewer.service.ListPresetServiceTest	0	0	junit-jupiter	6cdc4130e24f4552a4cad600ec545c940b78609c3ec25f5f8d2caf87e7e2118b	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/ListPresetServiceTest.java	com.foggyframework.dataviewer.service.ListPresetServiceTest	com.foggyframework.dataviewer.service.ListPresetServiceTest$FileStoreTests	11	0	junit-jupiter	6cdc4130e24f4552a4cad600ec545c940b78609c3ec25f5f8d2caf87e7e2118b	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|104:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/MemberQueryServiceTest.java	com.foggyframework.dataviewer.service.MemberQueryServiceTest	com.foggyframework.dataviewer.service.MemberQueryServiceTest	1	0	junit-jupiter	09c12f54daeed317a3ca4136f90f0f0a2f42d85244bf150227027b3b97692ca3	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryCacheServiceTest.java	com.foggyframework.dataviewer.service.QueryCacheServiceTest	com.foggyframework.dataviewer.service.QueryCacheServiceTest	0	0	junit-jupiter	acc8fe547c644dc335a0978dca54853788fd9b4fce10b9c1c6ee90f406188fb3	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryCacheServiceTest.java	com.foggyframework.dataviewer.service.QueryCacheServiceTest	com.foggyframework.dataviewer.service.QueryCacheServiceTest$CacheQueryTests	5	0	junit-jupiter	acc8fe547c644dc335a0978dca54853788fd9b4fce10b9c1c6ee90f406188fb3	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryCacheServiceTest.java	com.foggyframework.dataviewer.service.QueryCacheServiceTest	com.foggyframework.dataviewer.service.QueryCacheServiceTest$GetQueryTests	2	0	junit-jupiter	acc8fe547c644dc335a0978dca54853788fd9b4fce10b9c1c6ee90f406188fb3	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryCacheServiceTest.java	com.foggyframework.dataviewer.service.QueryCacheServiceTest	com.foggyframework.dataviewer.service.QueryCacheServiceTest$QueryIdGenerationTests	1	0	junit-jupiter	acc8fe547c644dc335a0978dca54853788fd9b4fce10b9c1c6ee90f406188fb3	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryCacheServiceTest.java	com.foggyframework.dataviewer.service.QueryCacheServiceTest	com.foggyframework.dataviewer.service.QueryCacheServiceTest$TableConfigGenerationTests	1	0	junit-jupiter	acc8fe547c644dc335a0978dca54853788fd9b4fce10b9c1c6ee90f406188fb3	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|103:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryCacheServiceTest.java	com.foggyframework.dataviewer.service.QueryCacheServiceTest	com.foggyframework.dataviewer.service.QueryCacheServiceTest$UpdateEstimatedRowCountTests	2	0	junit-jupiter	acc8fe547c644dc335a0978dca54853788fd9b4fce10b9c1c6ee90f406188fb3	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|113:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryScopeConstraintServiceTest.java	com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest	com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest	0	0	junit-jupiter	c294e72a615bf869415bf865363cc5b158aaadc1b20c9c93ceed8e7227370a34	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|113:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryScopeConstraintServiceTest.java	com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest	com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest$DateRangeConstraintTests	3	0	junit-jupiter	c294e72a615bf869415bf865363cc5b158aaadc1b20c9c93ceed8e7227370a34	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|113:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryScopeConstraintServiceTest.java	com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest	com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest$EnabledDisabledTests	3	0	junit-jupiter	c294e72a615bf869415bf865363cc5b158aaadc1b20c9c93ceed8e7227370a34	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|113:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryScopeConstraintServiceTest.java	com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest	com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest$ModelSpecificConfigTests	2	0	junit-jupiter	c294e72a615bf869415bf865363cc5b158aaadc1b20c9c93ceed8e7227370a34	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|113:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/QueryScopeConstraintServiceTest.java	com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest	com.foggyframework.dataviewer.service.QueryScopeConstraintServiceTest$SliceValidationTests	2	0	junit-jupiter	c294e72a615bf869415bf865363cc5b158aaadc1b20c9c93ceed8e7227370a34	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|116:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/TableDefaultQueryConfigServiceTest.java	com.foggyframework.dataviewer.service.TableDefaultQueryConfigServiceTest	com.foggyframework.dataviewer.service.TableDefaultQueryConfigServiceTest	4	0	junit-jupiter	364223c469b4c05acc2c647fed4451147d5d104f2a6419f6a17b89bba80c4f5e	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|128:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/listpreset/MongoListPresetStoreIntegrationTest.java	com.foggyframework.dataviewer.service.listpreset.MongoListPresetStoreIntegrationTest	com.foggyframework.dataviewer.service.listpreset.MongoListPresetStoreIntegrationTest	3	0	junit-jupiter	be0c00972b10211ce202f6b5b6c598caaf29eb51c21b5f8315ddeb92fb2e82f8	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-data-viewer	v934-src|140:addons/foggy-data-viewer/src/test/java/com/foggyframework/dataviewer/service/tabledefault/PropertiesTableDefaultQueryConfigProviderTest.java	com.foggyframework.dataviewer.service.tabledefault.PropertiesTableDefaultQueryConfigProviderTest	com.foggyframework.dataviewer.service.tabledefault.PropertiesTableDefaultQueryConfigProviderTest	3	0	junit-jupiter	cef944d0c674a6d9481b93ecd70e85f1c27ed081eb351f97a39f4ed907005b4c	36fcca1dbcc2d1637720781a61ca3458b58c8659461456b461c71b759edf74e9	e98e1e0fbd11a5a2c7d97224b478b1418c3182c77d9f77bd62074f88780638dd
addons/foggy-dataset-client	v934-src|108:addons/foggy-dataset-client/src/test/java/com/foggyframework/dataset/client/test/support/AnnotationTest.java	com.foggyframework.dataset.client.test.support.AnnotationTest	com.foggyframework.dataset.client.test.support.AnnotationTest	8	0	junit-jupiter	5a912fbf23bc858f9bd4c589ba2fa397175bd4d699d44e27df9c197ae54edbd7	55fcc685967f484330cff6437b6be54a490583719a71d7e00a5c11994ddd2ccc	c76c785745970079d54562dc81d5db9a51a66d2c297808bb30e24a0522546efa
addons/foggy-dataset-client	v934-src|114:addons/foggy-dataset-client/src/test/java/com/foggyframework/dataset/client/test/support/BeanPropertyListTest.java	com.foggyframework.dataset.client.test.support.BeanPropertyListTest	com.foggyframework.dataset.client.test.support.BeanPropertyListTest	8	0	junit-jupiter	770689e0e23d7ebf03fdc8b44bb27f8c023c2ae291e9d9a6c708a384c15fcac4	55fcc685967f484330cff6437b6be54a490583719a71d7e00a5c11994ddd2ccc	c76c785745970079d54562dc81d5db9a51a66d2c297808bb30e24a0522546efa
addons/foggy-dataset-client	v934-src|116:addons/foggy-dataset-client/src/test/java/com/foggyframework/dataset/client/test/support/DatasetClientProxyTest.java	com.foggyframework.dataset.client.test.support.DatasetClientProxyTest	com.foggyframework.dataset.client.test.support.DatasetClientProxyTest	12	0	junit-jupiter	0af0e41a35e90c2cdf87f79b981610e26d260642640379b9b47eae873ba249c8	55fcc685967f484330cff6437b6be54a490583719a71d7e00a5c11994ddd2ccc	c76c785745970079d54562dc81d5db9a51a66d2c297808bb30e24a0522546efa
addons/foggy-dataset-client	v934-src|111:addons/foggy-dataset-client/src/test/java/com/foggyframework/dataset/client/test/support/ListConverterTest.java	com.foggyframework.dataset.client.test.support.ListConverterTest	com.foggyframework.dataset.client.test.support.ListConverterTest	11	0	junit-jupiter	e5fc2ebb2549284db374e10867ea566db814b65ad5f3053b3e1211e781204cf9	55fcc685967f484330cff6437b6be54a490583719a71d7e00a5c11994ddd2ccc	c76c785745970079d54562dc81d5db9a51a66d2c297808bb30e24a0522546efa
addons/foggy-dataset-client	v934-src|120:addons/foggy-dataset-client/src/test/java/com/foggyframework/dataset/client/test/support/ReturnConverterManagerTest.java	com.foggyframework.dataset.client.test.support.ReturnConverterManagerTest	com.foggyframework.dataset.client.test.support.ReturnConverterManagerTest	12	0	junit-jupiter	b67e1b03134a7980d21e91f1491651bbafa66e74743e5bbdfdce426d2733de51	55fcc685967f484330cff6437b6be54a490583719a71d7e00a5c11994ddd2ccc	c76c785745970079d54562dc81d5db9a51a66d2c297808bb30e24a0522546efa
addons/foggy-dataset-client	v934-src|111:addons/foggy-dataset-client/src/test/java/com/foggyframework/dataset/client/test/support/TestDataSetClient.java	com.foggyframework.dataset.client.test.support.TestDataSetClient	none	0	0	none	784507d847a7ecc6c3dd2dbb95b184ff093c9460add08036d1f8a0a282d40dba	55fcc685967f484330cff6437b6be54a490583719a71d7e00a5c11994ddd2ccc	c76c785745970079d54562dc81d5db9a51a66d2c297808bb30e24a0522546efa
addons/foggy-dataset-graphql	v934-src|116:addons/foggy-dataset-graphql/src/test/java/com/foggyframework/dataset/graphql/GraphqlAddonAutoConfigurationTest.java	com.foggyframework.dataset.graphql.GraphqlAddonAutoConfigurationTest	com.foggyframework.dataset.graphql.GraphqlAddonAutoConfigurationTest	5	0	junit-jupiter	cc6700adae5b343a7f8c69a98cc83ca8e16ea471fe7b889aa89bbda366d98a24	d1b722307991dd22870331d2b31ab1c79c137feb210a6e205f49007a03057b65	c8723c8d43466b68a8d4abc40dccc56ddb68fabf413f66593cb5c6eb8149a59a
addons/foggy-dataset-graphql	v934-src|118:addons/foggy-dataset-graphql/src/test/java/com/foggyframework/dataset/graphql/converter/GraphqlToDslConverterTest.java	com.foggyframework.dataset.graphql.converter.GraphqlToDslConverterTest	com.foggyframework.dataset.graphql.converter.GraphqlToDslConverterTest	7	0	junit-jupiter	31b5b4334ca55d398be7859885589a5a026a04b90c3f8650388c69d9826e242d	d1b722307991dd22870331d2b31ab1c79c137feb210a6e205f49007a03057b65	c8723c8d43466b68a8d4abc40dccc56ddb68fabf413f66593cb5c6eb8149a59a
addons/foggy-dataset-model-cache	v934-src|133:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/fingerprint/QueryFingerprintBuilderTest.java	com.foggyframework.dataset.db.model.cache.fingerprint.QueryFingerprintBuilderTest	com.foggyframework.dataset.db.model.cache.fingerprint.QueryFingerprintBuilderTest	17	0	junit-jupiter	cd7b9038be29d05f54d2a47b5c28e3496223a77fdc0c0712f44f9062fbf1cf51	d47e58dd452caf1cca192babb0cec25d02dce67081d2f16805115274ee8bdcb3	7d31dc35e60db825de7fbefe546da601c52d10e8a3523bf86487e13e32a1466d
addons/foggy-dataset-model-cache	v934-src|126:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/fingerprint/QueryFingerprintTest.java	com.foggyframework.dataset.db.model.cache.fingerprint.QueryFingerprintTest	com.foggyframework.dataset.db.model.cache.fingerprint.QueryFingerprintTest	12	0	junit-jupiter	a73700fd788005ab897938d0846f6ae8e68e59177c7a68b7ff3494a483657214	d47e58dd452caf1cca192babb0cec25d02dce67081d2f16805115274ee8bdcb3	7d31dc35e60db825de7fbefe546da601c52d10e8a3523bf86487e13e32a1466d
addons/foggy-dataset-model-cache	v934-src|132:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/fingerprint/StableCanonicalEncoderTest.java	com.foggyframework.dataset.db.model.cache.fingerprint.StableCanonicalEncoderTest	com.foggyframework.dataset.db.model.cache.fingerprint.StableCanonicalEncoderTest	4	0	junit-jupiter	4e9630eeb021475e95544ee6959003fbdc2e7979d575009b9a8ca8fadfe6ce80	d47e58dd452caf1cca192babb0cec25d02dce67081d2f16805115274ee8bdcb3	7d31dc35e60db825de7fbefe546da601c52d10e8a3523bf86487e13e32a1466d
addons/foggy-dataset-model-cache	v934-src|144:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/lifecycle/realquery/QueryCacheLifecycleRealQueryIT.java	com.foggyframework.dataset.db.model.cache.lifecycle.realquery.QueryCacheLifecycleRealQueryIT	com.foggyframework.dataset.db.model.cache.lifecycle.realquery.QueryCacheLifecycleRealQueryIT	2	0	junit-jupiter	a2ab852f80ad50b133de67002b57e8df5205a1e4d00ea5e0af227485f66ca374	d47e58dd452caf1cca192babb0cec25d02dce67081d2f16805115274ee8bdcb3	7d31dc35e60db825de7fbefe546da601c52d10e8a3523bf86487e13e32a1466d
addons/foggy-dataset-model-cache	v934-src|163:addons/foggy-dataset-model-cache/src/test/java/com/foggyframework/dataset/db/model/cache/provider/CaffeineQueryCacheProviderDataSourceIsolationIntegrationTest.java	com.foggyframework.dataset.db.model.cache.provider.CaffeineQueryCacheProviderDataSourceIsolationIntegrationTest	com.foggyframework.dataset.db.model.cache.provider.CaffeineQueryCacheProviderDataSourceIsolationIntegrationTest	1	0	junit-jupiter	7066b7cc9f3552fc8ee6ab704878e39259d3c16e9760d4bf0427a5ed10c30dba	d47e58dd452caf1cca192babb0cec25d02dce67081d2f16805115274ee8bdcb3	7d31dc35e60db825de7fbefe546da601c52d10e8a3523bf86487e13e32a1466d
